site,source_url,saved_path,error
https://hertz.com.ge,https://hertz.com.ge/favicon.ico,logos/hertz.com.ge_40c101fc.ico,
https://subaru.com.np,https://subaru.com.np/favicon.ico,logos/subaru.com.np_c75b1534.png,
https://subaru.com.pa,https://subaru.com.pa/favicon.ico,logos/subaru.com.pa_c75b1534.png,
https://landi.swiss,https://landi.swiss/favicon.ico,logos/landi.swiss_d283b74e.svg,
https://remax-go.com.ar,https://remax-go.com.ar/favicon.ico,logos/remax-go.com.ar_9c1947f1.png,
https://kilewswest.com,https://kilewswest.com/favicon.ico,logos/kilewswest.com_fc557ae4.ico,
https://engenmauritius.com,https://engenmauritius.com/favicon.ico,logos/engenmauritius.com_7e459c46.jpg,
https://pkfgf.co.nz,https://pkfgf.co.nz/favicon.ico,logos/pkfgf.co.nz_abc650ed.webp,
https://childrenandteendentalfl.com,https://childrenandteendentalfl.com/favicon.ico,logos/childrenandteendentalfl.com_94bd6fcc.png,
https://hansa-flex.com.cn,https://hansa-flex.com.cn/favicon.ico,logos/hansa-flex.com.cn_4d1ad44d.ico,
https://regalsprings.com.mx,https://regalsprings.com.mx/favicon.ico,logos/regalsprings.com.mx_a48f7eb9.png,
https://titancontainers.co.nz,https://titancontainers.co.nz/favicon.ico,logos/titancontainers.co.nz_0c932cf1.webp,
https://ohb-system.de,https://ohb-system.de/favicon.ico,logos/ohb-system.de_35766495.png,
https://allianz-peev.de,https://allianz-peev.de/favicon.ico,logos/allianz-peev.de_7a2940f2.jpg,
https://tbwa.co.nz,https://tbwa.co.nz/favicon.ico,logos/tbwa.co.nz_a988035e.jpg,
https://trisa.bg,https://trisa.bg/favicon.ico,logos/trisa.bg_d78e1eb9.png,
https://ophitusa.com,https://ophitusa.com/favicon.ico,logos/ophitusa.com_07518e5a.png,
https://logmaxbr.com.br,https://logmaxbr.com.br/favicon.ico,logos/logmaxbr.com.br_f4e34fa2.svg,
https://processcommunicationmodel.sk,https://processcommunicationmodel.sk/favicon.ico,logos/processcommunicationmodel.sk_e78c2cbd.png,
https://aonsolutions.com.tr,https://aonsolutions.com.tr/Content/images/logo_aon_red.png,logos/aonsolutions.com.tr_66afedc3.png,
https://renault-argenteuil.fr,https://renault-argenteuil.fr/favicon.ico,logos/renault-argenteuil.fr_f0ae38b9.png,
https://moore.es,https://moore.es/favicon.ico,logos/moore.es_49fd3f65.png,
https://sothebysrealty.ae,https://sothebysrealty.ae/favicon.ico,logos/sothebysrealty.ae_8a8fc080.ico,
https://daikinitalyshop.it,https://daikinitalyshop.it/favicon.ico,logos/daikinitalyshop.it_bf9d0652.png,
https://worldvision.al,https://worldvision.al/favicon.ico,logos/worldvision.al_0a13845a.jpg,
https://zkteco.com.eg,https://zkteco.com.eg/apple-touch-icon.png,logos/zkteco.com.eg_30c7b2be.webp,
https://miniso-au.com,https://miniso-au.com/favicon.ico,logos/miniso-au.com_010c2cb6.jpg,
https://smittysmb.ca,https://smittysmb.ca/favicon.ico,logos/smittysmb.ca_7e161612.png,
https://habitatns.ca,https://habitatns.ca/favicon.ico,logos/habitatns.ca_6a07998b.png,
https://bowlero.mx,https://bowlero.mx/favicon.ico,logos/bowlero.mx_c53a53a8.png,
https://spitex-flawil-degersheim.ch,https://spitex-flawil-degersheim.ch/favicon.ico,logos/spitex-flawil-degersheim.ch_c1f01f14.svg,
https://chicco.com.ua,https://chicco.com.ua/favicon.ico,logos/chicco.com.ua_cfb4aa22.ico,
https://allianzlifechanger.com,https://allianzlifechanger.com/favicon.ico,logos/allianzlifechanger.com_2567435a.ico,
https://esseskincare.nl,https://esseskincare.nl/favicon.ico,logos/esseskincare.nl_46000520.png,
https://intersport-arvieux.com,https://intersport-arvieux.com/favicon.ico,logos/intersport-arvieux.com_89ab8a57.png,
https://subaru.com.tr,https://subaru.com.tr/favicon.ico,logos/subaru.com.tr_a481ca74.svg,
https://wurth.com.do,https://wurth.com.do/favicon.ico,logos/wurth.com.do_9da91dfc.png,
https://overheaddoormankato.com,https://overheaddoormankato.com/favicon.ico,logos/overheaddoormankato.com_8bfec10e.png,
https://julis-mfr.de,https://julis-mfr.de/favicon.ico,logos/julis-mfr.de_28e96156.png,
https://bbraun.ru,https://bbraun.ru/apple-touch-icon.png,logos/bbraun.ru_8341b2a3.png,
https://spie.be,https://spie.be/favicon.ico,logos/spie.be_551cf2e2.png,
https://engie.sk,https://engie.sk/favicon.ico,logos/engie.sk_6be62a76.png,
https://globalconnect.dk,https://globalconnect.dk/favicon.ico,logos/globalconnect.dk_f61edf4e.png,
https://servier.cz,https://servier.cz/favicon.ico,logos/servier.cz_5cc4ed23.png,
https://duracleancarpet.com,https://duracleancarpet.com/favicon.ico,logos/duracleancarpet.com_8c1bd899.png,
https://pkflesotho.com,https://pkflesotho.com/favicon.ico,logos/pkflesotho.com_abc650ed.webp,
https://toyota-saint-victoret.com,https://toyota-saint-victoret.com/favicon.ico,logos/toyota-saint-victoret.com_f099cad5.png,
https://engiemiddleeast.com,https://engiemiddleeast.com/favicon.ico,logos/engiemiddleeast.com_d9d46a2a.png,
https://isic.fr,https://isic.fr/favicon.ico,logos/isic.fr_65addfac.ico,
https://secureparking.com.kh,https://secureparking.com.kh/favicon.ico,logos/secureparking.com.kh_613b654e.ico,
https://avis.com.do,https://avis.com.do/favicon.ico,logos/avis.com.do_40177d33.ico,
https://atalian.sk,https://atalian.sk/favicon.ico,logos/atalian.sk_b540bd3e.png,
https://renaultsprings.co.za,https://renaultsprings.co.za/favicon.ico,logos/renaultsprings.co.za_3030a727.jpg,
https://honda.com.ng,https://honda.com.ng/favicon.ico,logos/honda.com.ng_99e9542f.jpg,
https://greatplacetowork.mu,https://greatplacetowork.mu/apple-touch-icon.png,logos/greatplacetowork.mu_ec31ac77.gif,
https://duracleanrestoration.com,https://duracleanrestoration.com/favicon.ico,logos/duracleanrestoration.com_276ec392.png,
https://servier.com.br,https://servier.com.br/favicon.ico,logos/servier.com.br_848f73d0.png,
https://zkteco.co.za,https://zkteco.co.za/favicon.ico,logos/zkteco.co.za_27f7b7ea.png,
https://ccusa.ca,https://ccusa.ca/favicon.ico,logos/ccusa.ca_915ff55e.png,
https://axa.ma,https://axa.ma/favicon.ico,logos/axa.ma_4b6f0fc1.ico,
https://fleishmanhillard.com.br,https://fleishmanhillard.com.br/favicon.ico,logos/fleishmanhillard.com.br_61d37804.png,
https://indiancancersocietybangalore.org,https://indiancancersocietybangalore.org/favicon.ico,logos/indiancancersocietybangalore.org_bcb770ec.png,
